ID,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,class
3384,1,1,37,1,5.0,,1,3.0,6.0,4
3385,1,1,55,1,5.0,,1,2.0,6.0,2
3386,1,0,20,1,1.0,,1,3.0,3.0,4
3387,1,1,46,1,4.0,1.0,1,2.0,4.0,2
3388,1,1,51,1,6.0,1.0,2,6.0,6.0,2
3389,1,1,62,1,5.0,1.0,3,3.0,6.0,3
3390,1,1,38,1,5.0,0.0,3,3.0,6.0,2
3391,1,0,19,1,1.0,4.0,1,,,4
3392,1,0,20,1,1.0,1.0,1,4.0,3.0,4
3393,1,1,41,1,4.0,,1,5.0,3.0,2
3394,1,0,37,1,7.0,0.0,1,5.0,3.0,4
3395,1,0,42,1,1.0,2.0,1,1.0,4.0,4
3396,1,0,27,1,8.0,10.0,1,1.0,6.0,4
3397,1,0,20,1,1.0,4.0,1,4.0,6.0,4
3398,1,1,49,1,5.0,7.0,2,2.0,6.0,3
3399,1,1,71,1,4.0,,2,2.0,6.0,2
3400,1,0,24,1,1.0,0.0,1,5.0,3.0,4
3401,1,1,57,1,5.0,1.0,3,2.0,6.0,3
3402,1,1,36,1,5.0,5.0,3,3.0,6.0,3
3403,1,0,22,1,1.0,5.0,1,5.0,2.0,4
3404,1,1,80,1,6.0,,3,2.0,4.0,1
3405,1,0,22,1,1.0,0.0,1,3.0,2.0,4
3406,1,1,76,1,3.0,0.0,3,2.0,6.0,1
3407,1,0,32,1,7.0,,1,2.0,6.0,1
3408,1,1,34,1,4.0,1.0,2,3.0,6.0,2
3409,1,0,24,1,1.0,4.0,1,3.0,4.0,4
3410,1,0,21,1,1.0,0.0,1,3.0,6.0,4
3411,1,1,41,1,2.0,0.0,3,4.0,6.0,2
3412,1,0,24,1,6.0,1.0,1,3.0,6.0,4
3413,1,0,32,1,1.0,1.0,1,5.0,2.0,2
3414,1,1,50,1,4.0,0.0,2,5.0,6.0,3
3415,1,0,30,1,9.0,8.0,1,4.0,6.0,4
3416,1,0,31,1,4.0,12.0,1,5.0,6.0,4
3417,1,0,31,1,7.0,0.0,1,1.0,6.0,1
3418,1,0,44,1,9.0,0.0,1,1.0,6.0,4
3419,1,0,36,1,2.0,1.0,1,3.0,6.0,4
3420,1,0,22,1,1.0,,1,4.0,1.0,4
3421,1,0,51,1,5.0,9.0,1,1.0,6.0,2
3422,1,1,41,1,2.0,0.0,2,2.0,6.0,1
3423,1,1,58,1,6.0,1.0,3,5.0,6.0,3
3424,1,1,65,1,5.0,0.0,2,3.0,6.0,3
3425,1,1,78,1,3.0,1.0,1,1.0,4.0,4
3426,1,1,51,1,2.0,0.0,2,4.0,6.0,2
3427,1,1,46,1,6.0,1.0,3,5.0,4.0,3
3428,1,1,41,1,5.0,0.0,2,3.0,7.0,1
3429,1,1,47,1,5.0,1.0,2,4.0,1.0,3
3430,1,1,83,1,3.0,0.0,3,2.0,6.0,1
3431,1,0,38,1,5.0,3.0,1,1.0,6.0,1
3432,1,1,60,1,9.0,1.0,3,2.0,3.0,1
3433,1,1,45,1,5.0,1.0,3,2.0,6.0,3
3434,1,1,32,1,2.0,2.0,2,2.0,6.0,4
3435,1,1,30,1,9.0,7.0,3,4.0,2.0,1
3436,1,1,40,1,4.0,9.0,3,2.0,4.0,1
3437,1,1,31,1,7.0,,2,2.0,4.0,1
3438,1,1,65,1,3.0,5.0,1,2.0,6.0,3
3439,1,0,19,1,1.0,2.0,1,4.0,6.0,4
3440,1,1,42,1,2.0,0.0,2,2.0,1.0,3
3441,1,0,27,1,4.0,6.0,1,3.0,6.0,1
3442,1,1,37,1,5.0,1.0,2,4.0,6.0,2
3443,1,1,41,1,1.0,5.0,1,2.0,4.0,3
3444,1,1,50,1,5.0,1.0,1,3.0,6.0,4
3445,1,1,77,1,3.0,1.0,1,1.0,6.0,4
3446,1,1,68,1,4.0,1.0,3,3.0,6.0,2
3447,1,1,88,1,3.0,0.0,3,2.0,6.0,2
3448,1,1,46,1,1.0,0.0,2,6.0,1.0,3
3449,1,1,83,1,3.0,,3,2.0,6.0,1
3450,1,1,57,1,3.0,1.0,3,4.0,1.0,3
3451,1,0,20,1,1.0,1.0,1,5.0,3.0,4
3452,1,0,22,1,2.0,1.0,1,,6.0,4
3453,1,1,39,1,6.0,9.0,2,2.0,6.0,4
3454,1,0,18,1,7.0,0.0,1,3.0,4.0,4
3455,1,0,39,1,3.0,1.0,1,1.0,6.0,1
3456,1,0,40,1,5.0,4.0,1,1.0,6.0,4
3457,1,1,51,1,1.0,1.0,1,2.0,6.0,4
3458,1,1,44,1,6.0,3.0,3,4.0,4.0,4
3459,1,0,32,1,5.0,8.0,1,1.0,6.0,1
3460,1,0,42,1,5.0,1.0,1,2.0,4.0,2
3461,1,1,38,1,7.0,1.0,1,2.0,4.0,2
3462,1,1,50,1,5.0,1.0,2,3.0,6.0,3
3463,1,1,34,1,5.0,9.0,3,3.0,6.0,3
3464,1,0,36,1,6.0,3.0,1,1.0,6.0,4
3465,1,0,39,1,2.0,1.0,1,4.0,6.0,4
3466,1,0,27,1,1.0,0.0,1,4.0,3.0,2
3467,1,0,68,1,9.0,8.0,1,,6.0,1
3468,1,1,26,1,5.0,6.0,2,2.0,6.0,2
3469,1,1,61,1,6.0,0.0,3,3.0,6.0,3
3470,1,1,56,1,5.0,0.0,3,2.0,6.0,3
3471,1,1,61,1,6.0,0.0,3,4.0,6.0,2
3472,1,0,27,1,9.0,0.0,1,6.0,6.0,2
3473,1,1,51,1,5.0,0.0,3,3.0,6.0,3
3474,1,0,39,1,1.0,8.0,1,1.0,6.0,1
3475,1,0,52,1,5.0,0.0,1,1.0,6.0,2
3476,1,1,72,1,3.0,7.0,1,2.0,6.0,1
3477,1,1,25,1,2.0,6.0,1,2.0,3.0,4
3478,1,1,52,1,5.0,6.0,2,3.0,6.0,3
3479,1,0,41,1,7.0,0.0,1,1.0,4.0,4
3480,1,0,66,1,2.0,0.0,1,,6.0,4
3481,1,1,69,1,5.0,1.0,2,2.0,6.0,3
3482,1,1,67,1,5.0,1.0,2,3.0,6.0,3
3483,1,0,21,1,1.0,9.0,1,5.0,4.0,4
3484,1,1,64,1,5.0,1.0,1,1.0,6.0,1
3485,1,1,42,1,5.0,0.0,1,4.0,6.0,4
3486,1,1,38,1,5.0,0.0,2,2.0,6.0,2
3487,1,1,88,1,3.0,1.0,3,2.0,6.0,2
3488,1,1,36,1,4.0,0.0,1,2.0,4.0,2
3489,1,0,28,1,1.0,1.0,1,2.0,6.0,4
3490,1,0,26,1,1.0,1.0,1,3.0,4.0,4
3491,1,1,87,1,3.0,1.0,1,1.0,6.0,1
3492,1,1,47,1,7.0,0.0,2,2.0,6.0,2
3493,1,1,69,1,9.0,0.0,3,2.0,4.0,4
3494,1,1,39,1,5.0,12.0,2,,6.0,3
3495,1,0,51,1,5.0,6.0,1,1.0,6.0,3
3496,1,0,24,1,1.0,3.0,1,5.0,4.0,4
3497,1,0,47,1,5.0,0.0,1,2.0,6.0,2
3498,1,0,41,1,5.0,,1,1.0,4.0,3
3499,1,1,49,1,5.0,1.0,3,3.0,2.0,3
3500,1,0,38,1,5.0,11.0,1,1.0,7.0,1
3501,1,1,55,1,4.0,0.0,1,,4.0,1
3502,1,1,66,1,,1.0,2,2.0,6.0,1
3503,1,0,28,1,1.0,2.0,1,8.0,5.0,2
3504,1,1,45,1,6.0,,3,4.0,3.0,2
3505,1,0,30,1,7.0,1.0,1,4.0,6.0,3
3506,1,1,40,1,5.0,4.0,2,2.0,2.0,1
3507,1,0,26,1,5.0,0.0,1,8.0,4.0,4
3508,1,1,55,1,4.0,1.0,2,3.0,6.0,2
3509,1,1,31,1,8.0,2.0,2,2.0,3.0,3
3510,1,1,58,1,5.0,4.0,2,4.0,7.0,3
3511,1,1,86,1,5.0,0.0,1,1.0,6.0,3
3512,1,0,40,1,1.0,0.0,1,3.0,6.0,3
3513,1,0,58,1,5.0,,1,1.0,6.0,3
3514,1,1,54,1,4.0,1.0,2,5.0,6.0,2
3515,1,1,51,1,5.0,1.0,2,3.0,4.0,3
3516,1,1,60,1,5.0,1.0,3,2.0,3.0,3
3517,1,1,45,1,5.0,1.0,1,1.0,6.0,2
3518,1,1,45,1,2.0,1.0,2,2.0,6.0,3
3519,1,1,35,1,5.0,8.0,2,2.0,6.0,2
3520,1,1,35,1,5.0,1.0,2,4.0,2.0,2
3521,1,1,57,1,6.0,0.0,2,4.0,6.0,3
3522,1,0,24,1,5.0,2.0,1,1.0,6.0,1
3523,1,1,64,1,5.0,7.0,3,2.0,6.0,3
3524,1,1,88,1,3.0,1.0,3,3.0,6.0,2
3525,1,0,26,1,,0.0,1,3.0,3.0,2
3526,1,0,38,1,4.0,1.0,1,2.0,6.0,1
3527,1,1,88,1,6.0,3.0,1,3.0,6.0,1
3528,1,1,58,1,9.0,1.0,2,4.0,1.0,4
3529,1,1,46,1,5.0,0.0,1,2.0,1.0,2
3530,1,1,40,1,5.0,7.0,2,2.0,6.0,2
3531,1,1,65,1,4.0,,2,3.0,6.0,3
3532,1,0,18,1,4.0,0.0,1,4.0,6.0,4
3533,1,1,73,1,3.0,1.0,3,2.0,6.0,1
3534,1,1,34,1,5.0,3.0,2,2.0,6.0,3
3535,1,1,49,1,5.0,1.0,2,3.0,6.0,3
3536,1,0,22,1,4.0,1.0,1,3.0,4.0,4
3537,1,1,27,1,5.0,8.0,1,2.0,6.0,2
3538,1,1,58,1,6.0,11.0,3,3.0,6.0,3
3539,1,1,41,1,7.0,8.0,1,1.0,6.0,1
3540,1,1,34,1,2.0,0.0,1,2.0,6.0,2
3541,1,1,55,1,5.0,8.0,2,3.0,6.0,3
3542,1,1,49,1,4.0,1.0,2,4.0,3.0,2
3543,1,1,38,1,4.0,4.0,2,4.0,6.0,2
3544,1,1,44,1,5.0,1.0,2,2.0,6.0,2
3545,1,1,51,1,5.0,1.0,2,4.0,3.0,3
3546,1,1,75,1,3.0,0.0,1,2.0,6.0,1
3547,1,0,35,1,4.0,1.0,1,1.0,6.0,1
3548,1,0,25,1,7.0,6.0,1,2.0,6.0,4
3549,1,1,38,1,4.0,9.0,1,2.0,6.0,1
3550,1,0,17,1,1.0,8.0,1,4.0,4.0,4
3551,1,0,42,1,1.0,1.0,1,2.0,4.0,1
3552,1,1,62,1,4.0,1.0,3,2.0,7.0,2
3553,1,1,35,1,5.0,5.0,1,2.0,4.0,2
3554,1,1,32,1,1.0,2.0,1,3.0,2.0,3
3555,1,1,80,1,3.0,0.0,3,2.0,6.0,1
3556,1,1,36,1,5.0,9.0,1,2.0,6.0,3
3557,1,1,46,1,5.0,1.0,2,4.0,6.0,3
3558,1,1,66,1,5.0,0.0,1,1.0,3.0,2
3559,1,0,35,1,5.0,1.0,1,1.0,6.0,1
3560,1,0,29,1,4.0,0.0,1,3.0,6.0,1
3561,1,0,39,1,7.0,12.0,1,1.0,2.0,4
3562,1,0,18,1,9.0,2.0,1,4.0,6.0,3
3563,1,0,31,1,1.0,,1,1.0,6.0,4
3564,1,1,31,1,7.0,1.0,1,5.0,6.0,1
3565,1,0,32,1,9.0,,1,5.0,6.0,4
3566,1,0,26,1,1.0,1.0,1,7.0,2.0,1
3567,1,1,72,1,3.0,1.0,3,2.0,6.0,1
3568,1,1,28,1,8.0,0.0,3,2.0,3.0,1
3569,1,0,27,1,4.0,0.0,1,3.0,3.0,4
3570,1,0,68,1,2.0,1.0,1,,4.0,1
3571,1,0,32,1,7.0,1.0,1,4.0,6.0,4
3572,1,1,66,1,9.0,1.0,1,2.0,7.0,4
3573,1,1,72,1,5.0,0.0,1,1.0,6.0,1
3574,1,1,41,1,5.0,1.0,1,2.0,3.0,2
3575,1,0,31,1,1.0,9.0,1,2.0,6.0,4
3576,1,1,52,1,6.0,1.0,3,5.0,3.0,1
3577,1,1,41,1,6.0,0.0,3,2.0,6.0,2
3578,1,1,49,1,5.0,9.0,3,2.0,4.0,1
3579,1,0,18,1,1.0,3.0,1,3.0,6.0,4
3580,1,1,81,1,3.0,0.0,1,1.0,6.0,4
3581,1,1,81,1,6.0,0.0,3,2.0,6.0,2
3582,1,0,37,1,5.0,7.0,1,1.0,6.0,1
3583,1,1,26,1,6.0,,1,2.0,4.0,4
3584,1,1,37,1,7.0,0.0,2,5.0,6.0,2
3585,1,0,47,1,8.0,1.0,1,1.0,3.0,2
3586,1,0,21,1,1.0,9.0,1,4.0,6.0,4
3587,1,1,29,1,5.0,0.0,2,2.0,3.0,3
3588,1,0,30,1,1.0,1.0,1,3.0,2.0,2
3589,1,1,34,1,2.0,2.0,3,4.0,4.0,4
3590,1,0,26,1,2.0,6.0,1,6.0,4.0,4
3591,1,1,39,1,6.0,0.0,1,3.0,6.0,4
3592,1,1,61,1,5.0,8.0,1,1.0,6.0,4
3593,1,1,29,1,1.0,8.0,1,2.0,6.0,3
3594,1,1,66,1,4.0,1.0,2,3.0,6.0,3
3595,1,0,37,1,5.0,0.0,1,2.0,6.0,3
3596,1,0,36,1,5.0,7.0,1,4.0,4.0,1
3597,1,0,25,1,1.0,5.0,1,2.0,6.0,4
3598,1,1,60,1,4.0,2.0,2,4.0,6.0,3
3599,1,1,21,1,4.0,1.0,2,3.0,4.0,4
3600,1,1,46,1,5.0,0.0,2,5.0,6.0,3
3601,1,1,66,1,3.0,1.0,3,2.0,6.0,2
3602,1,1,37,1,5.0,1.0,1,6.0,6.0,1
3603,1,1,35,1,2.0,,2,4.0,4.0,4
3604,1,0,35,1,2.0,0.0,1,1.0,4.0,1
3605,1,0,28,1,4.0,0.0,1,8.0,4.0,4
3606,1,1,28,1,2.0,0.0,3,4.0,6.0,1
3607,1,0,27,1,1.0,1.0,1,8.0,4.0,3
3608,1,0,24,1,5.0,,1,1.0,6.0,2
3609,1,0,39,1,5.0,0.0,1,,6.0,1
3610,1,1,40,1,6.0,1.0,1,7.0,4.0,4
3611,1,1,34,1,5.0,0.0,2,5.0,4.0,3
3612,1,1,38,1,4.0,9.0,1,1.0,6.0,1
3613,1,1,72,1,5.0,1.0,3,2.0,6.0,3
3614,1,0,21,1,9.0,4.0,1,3.0,6.0,1
3615,1,1,39,1,6.0,8.0,3,5.0,4.0,4
3616,1,0,29,1,2.0,0.0,1,4.0,3.0,3
3617,1,0,31,1,7.0,1.0,1,2.0,6.0,1
3618,1,0,37,1,4.0,1.0,1,3.0,6.0,1
3619,1,1,30,1,1.0,,1,4.0,2.0,3
3620,1,1,40,1,9.0,0.0,1,2.0,6.0,4
3621,1,1,25,1,8.0,8.0,2,4.0,2.0,4
3622,1,0,40,1,7.0,0.0,1,3.0,4.0,2
3623,1,1,55,1,4.0,2.0,2,2.0,6.0,4
3624,1,1,60,1,6.0,0.0,3,2.0,1.0,2
3625,1,1,47,1,5.0,0.0,2,2.0,6.0,3
3626,1,1,39,1,6.0,0.0,3,4.0,3.0,2
3627,1,1,82,1,3.0,6.0,3,3.0,6.0,4
3628,1,0,21,1,2.0,1.0,1,4.0,6.0,4
3629,1,0,21,1,1.0,9.0,1,5.0,6.0,4
3630,1,1,21,1,1.0,0.0,1,3.0,4.0,4
3631,1,1,71,1,5.0,0.0,1,1.0,6.0,2
3632,1,0,26,1,1.0,0.0,1,2.0,6.0,3
3633,1,1,34,1,2.0,5.0,3,3.0,6.0,1
3634,1,1,83,1,6.0,,3,2.0,6.0,4
3635,1,0,41,1,4.0,0.0,1,3.0,6.0,1
3636,1,1,29,1,2.0,1.0,1,2.0,4.0,1
3637,1,1,72,1,3.0,0.0,1,2.0,6.0,4
3638,1,1,67,1,4.0,1.0,1,2.0,6.0,4
3639,1,1,45,1,5.0,0.0,1,1.0,4.0,2
3640,1,0,47,1,9.0,1.0,1,1.0,3.0,4
3641,1,1,48,1,5.0,0.0,2,5.0,6.0,3
3642,1,0,25,1,2.0,0.0,1,3.0,6.0,3
3643,1,0,48,1,5.0,1.0,1,2.0,6.0,3
3644,1,1,80,1,3.0,7.0,3,2.0,6.0,2
3645,1,0,25,1,2.0,,1,4.0,4.0,1
3646,1,1,55,1,5.0,4.0,2,2.0,3.0,3
3647,1,1,25,1,7.0,4.0,2,3.0,3.0,4
3648,1,0,35,1,6.0,9.0,1,3.0,6.0,4
3649,1,0,31,1,7.0,0.0,1,3.0,6.0,3
3650,1,1,55,1,8.0,5.0,1,1.0,6.0,3
3651,1,0,39,1,5.0,1.0,1,1.0,6.0,1
3652,1,0,18,1,1.0,1.0,1,4.0,2.0,4
3653,1,1,65,1,2.0,0.0,3,5.0,4.0,2
3654,1,1,75,1,3.0,,1,1.0,4.0,4
3655,1,0,29,1,4.0,6.0,1,1.0,6.0,1
3656,1,1,25,1,8.0,9.0,2,2.0,6.0,1
3657,1,0,32,1,1.0,1.0,1,3.0,6.0,4
3658,1,0,24,1,4.0,5.0,1,1.0,6.0,4
3659,1,1,26,1,2.0,9.0,1,2.0,3.0,4
3660,1,1,41,1,4.0,1.0,1,4.0,4.0,1
3661,1,0,34,1,5.0,2.0,1,2.0,6.0,1
3662,1,0,28,1,1.0,0.0,1,3.0,6.0,4
3663,1,0,67,1,,2.0,1,3.0,7.0,4
3664,1,1,71,1,2.0,0.0,3,4.0,4.0,2
3665,1,0,20,1,2.0,1.0,1,6.0,6.0,3
3666,1,1,49,1,5.0,0.0,1,2.0,4.0,4
3667,1,1,48,1,6.0,1.0,1,2.0,6.0,1
3668,1,1,32,1,5.0,6.0,2,2.0,6.0,3
3669,1,1,51,1,5.0,7.0,2,4.0,6.0,3
3670,1,1,88,1,3.0,2.0,1,1.0,6.0,1
3671,1,1,45,1,6.0,6.0,3,6.0,6.0,3
3672,1,1,86,1,6.0,,3,2.0,6.0,1
3673,1,1,49,1,5.0,1.0,2,4.0,4.0,2
3674,1,0,29,1,4.0,0.0,1,2.0,6.0,4
3675,1,0,21,1,1.0,2.0,1,2.0,4.0,4
3676,1,1,57,1,5.0,8.0,2,3.0,,3
3677,1,1,31,1,7.0,0.0,2,2.0,4.0,3
3678,1,0,28,1,4.0,8.0,1,4.0,6.0,4
3679,1,0,31,1,5.0,1.0,1,1.0,6.0,4
3680,1,1,52,1,5.0,3.0,2,4.0,6.0,3
3681,1,1,26,1,1.0,2.0,3,3.0,3.0,4
3682,1,1,67,1,3.0,2.0,3,2.0,6.0,3
3683,1,0,42,1,5.0,,1,1.0,6.0,2
3684,1,0,38,1,7.0,1.0,1,1.0,6.0,1
3685,1,0,19,1,1.0,6.0,1,3.0,6.0,4
3686,1,0,39,1,5.0,0.0,1,,6.0,2
3687,1,1,37,1,6.0,6.0,3,3.0,6.0,2
3688,1,0,25,1,9.0,0.0,1,2.0,3.0,1
3689,1,0,30,1,2.0,1.0,1,4.0,4.0,1
3690,1,0,21,1,1.0,6.0,1,4.0,6.0,4
3691,1,1,34,1,,1.0,1,2.0,6.0,4
3692,1,0,36,1,4.0,0.0,1,,1.0,1
3693,1,0,25,1,8.0,8.0,1,2.0,6.0,4
3694,1,0,50,1,5.0,6.0,1,1.0,6.0,1
3695,1,0,34,1,5.0,12.0,1,3.0,6.0,1
3696,1,1,35,1,5.0,9.0,2,2.0,6.0,3
3697,1,1,45,1,7.0,9.0,3,3.0,2.0,1
3698,1,1,45,1,9.0,,1,1.0,6.0,4
3699,1,1,52,1,4.0,10.0,2,3.0,6.0,1
3700,1,0,17,1,1.0,1.0,1,3.0,6.0,4
3701,1,0,25,1,2.0,0.0,1,4.0,3.0,4
3702,1,1,31,1,1.0,8.0,3,2.0,2.0,1
3703,1,1,68,1,7.0,0.0,2,3.0,4.0,2
3704,1,1,59,1,5.0,3.0,2,2.0,6.0,3
3705,1,1,59,1,2.0,0.0,2,2.0,6.0,2
3706,1,1,50,1,6.0,,1,9.0,4.0,4
3707,1,1,25,1,5.0,0.0,2,2.0,6.0,3
3708,1,0,47,1,5.0,1.0,1,1.0,6.0,2
3709,1,1,50,1,7.0,1.0,2,4.0,6.0,2
3710,1,1,71,1,6.0,1.0,3,4.0,6.0,2
3711,1,0,42,1,5.0,1.0,1,2.0,6.0,2
3712,1,0,34,1,5.0,0.0,1,1.0,6.0,2
3713,1,0,28,1,4.0,5.0,1,1.0,6.0,4
3714,1,0,18,1,1.0,8.0,1,6.0,6.0,4
3715,1,0,26,1,1.0,0.0,1,8.0,6.0,3
3716,1,0,39,1,2.0,1.0,1,5.0,6.0,3
3717,1,1,51,1,5.0,1.0,1,3.0,4.0,1
3718,1,0,22,1,1.0,0.0,1,4.0,4.0,4
3719,1,0,30,1,1.0,,1,3.0,6.0,3
3720,1,1,34,1,6.0,0.0,1,2.0,6.0,2
3721,1,1,24,1,4.0,1.0,2,2.0,4.0,1
3722,1,1,46,1,3.0,0.0,1,1.0,6.0,1
3723,1,1,36,1,1.0,1.0,2,2.0,6.0,1
3724,1,0,19,1,1.0,1.0,1,4.0,6.0,4
3725,1,1,67,1,3.0,,2,2.0,6.0,4
3726,1,0,27,1,7.0,1.0,1,3.0,6.0,2
3727,1,1,21,1,1.0,1.0,1,5.0,4.0,4
3728,1,0,24,1,7.0,8.0,1,5.0,6.0,4
3729,1,1,19,1,,,3,,3.0,4
3730,1,1,31,1,8.0,0.0,1,3.0,5.0,2
3731,1,0,17,1,4.0,1.0,1,7.0,2.0,2
3732,1,1,78,1,3.0,1.0,1,1.0,6.0,4
3733,1,0,35,1,4.0,7.0,1,5.0,,4
3734,1,0,48,1,5.0,0.0,1,1.0,4.0,2
3735,1,1,48,1,4.0,0.0,1,4.0,6.0,2
3736,1,1,44,1,5.0,1.0,2,4.0,6.0,3
3737,1,0,27,1,7.0,1.0,1,3.0,6.0,4
3738,1,1,56,1,5.0,4.0,2,,6.0,3
3739,1,0,40,1,5.0,1.0,1,1.0,6.0,1
3740,1,1,36,1,5.0,3.0,2,3.0,3.0,2
3741,1,1,35,1,5.0,1.0,2,3.0,3.0,2
3742,1,1,44,1,5.0,4.0,2,2.0,6.0,3
3743,1,1,38,1,,0.0,2,2.0,6.0,1
3744,1,0,39,1,5.0,7.0,1,1.0,6.0,1
3745,1,0,28,1,1.0,1.0,1,3.0,4.0,4
3746,1,1,88,1,3.0,,1,2.0,6.0,2
3747,1,1,72,1,3.0,1.0,3,3.0,6.0,2
3748,1,0,27,1,7.0,4.0,1,1.0,3.0,2
3749,1,0,52,1,5.0,2.0,1,1.0,6.0,1
3750,1,0,24,1,7.0,2.0,1,,4.0,4
3751,1,0,18,1,1.0,5.0,1,5.0,2.0,4
3752,1,1,51,1,5.0,0.0,2,2.0,6.0,3
3753,1,0,30,1,1.0,9.0,1,3.0,6.0,4
3754,1,0,34,1,5.0,2.0,1,2.0,6.0,1
3755,1,1,46,1,5.0,,2,2.0,6.0,2
3756,1,1,67,1,6.0,1.0,3,2.0,6.0,3
3757,1,1,41,1,5.0,2.0,2,2.0,6.0,3
3758,1,0,37,1,8.0,13.0,1,,6.0,1
3759,1,1,24,1,6.0,1.0,3,3.0,6.0,2
3760,1,0,36,1,4.0,7.0,1,1.0,6.0,1
3761,1,0,30,1,1.0,0.0,1,,4.0,4
3762,1,0,20,1,1.0,1.0,1,6.0,4.0,4
3763,1,1,27,1,5.0,0.0,2,3.0,6.0,1
3764,1,1,49,1,5.0,1.0,3,8.0,6.0,2
3765,1,0,45,1,7.0,0.0,1,2.0,6.0,2
3766,1,0,18,1,6.0,13.0,1,3.0,7.0,4
3767,1,1,36,1,5.0,1.0,2,2.0,6.0,3
3768,1,0,27,1,1.0,14.0,1,1.0,6.0,4
3769,1,1,70,1,3.0,0.0,1,1.0,6.0,1
3770,1,1,65,1,9.0,0.0,3,2.0,1.0,3
3771,1,1,56,1,8.0,9.0,2,2.0,3.0,3
3772,1,1,85,1,3.0,1.0,1,2.0,6.0,3
3773,1,1,39,1,5.0,0.0,2,2.0,6.0,1
3774,1,0,48,1,1.0,8.0,1,1.0,3.0,4
3775,1,1,40,1,5.0,2.0,2,3.0,6.0,3
3776,1,1,41,1,2.0,0.0,1,4.0,4.0,4
3777,1,1,86,1,4.0,,3,3.0,6.0,1
3778,1,1,79,1,5.0,6.0,2,2.0,6.0,3
3779,1,1,59,1,5.0,,1,1.0,3.0,1
3780,1,1,37,1,5.0,1.0,2,4.0,6.0,3
3781,1,1,73,1,3.0,1.0,3,2.0,6.0,1
3782,1,0,29,1,7.0,9.0,1,5.0,6.0,4
3783,1,0,19,1,1.0,4.0,1,4.0,6.0,4
3784,1,0,42,1,5.0,1.0,1,1.0,4.0,1
3785,1,0,31,1,7.0,7.0,1,4.0,6.0,4
3786,1,1,52,1,6.0,1.0,3,3.0,6.0,2
3787,1,0,22,1,1.0,2.0,1,6.0,1.0,4
3788,1,1,51,1,5.0,7.0,1,1.0,6.0,3
3789,1,1,44,1,5.0,4.0,2,4.0,2.0,3
3790,1,0,21,1,1.0,1.0,1,,4.0,4
3791,1,1,62,1,4.0,0.0,2,5.0,6.0,3
3792,1,1,80,1,3.0,,3,2.0,6.0,1
3793,1,1,34,1,9.0,0.0,1,3.0,4.0,4
3794,1,0,38,1,5.0,8.0,1,3.0,6.0,3
3795,1,1,36,1,1.0,0.0,1,7.0,4.0,4
3796,1,1,82,1,3.0,,3,2.0,6.0,1
3797,1,1,46,1,2.0,10.0,1,2.0,3.0,4
3798,1,1,64,1,3.0,1.0,3,2.0,6.0,1
3799,1,0,24,1,1.0,1.0,1,5.0,4.0,3
3800,1,0,39,1,5.0,9.0,1,3.0,6.0,1
3801,1,0,26,1,6.0,0.0,1,6.0,6.0,4
3802,1,0,18,1,1.0,0.0,1,3.0,6.0,4
3803,1,1,60,1,2.0,9.0,2,3.0,6.0,2
3804,1,1,55,1,5.0,0.0,2,2.0,3.0,3
3805,1,0,52,1,5.0,1.0,1,2.0,4.0,3
3806,1,1,38,1,5.0,0.0,1,1.0,1.0,3
3807,1,1,54,1,4.0,0.0,2,4.0,3.0,3
3808,1,1,64,1,3.0,0.0,1,2.0,1.0,1
3809,1,0,25,1,2.0,0.0,1,6.0,4.0,2
3810,1,0,27,1,1.0,1.0,1,3.0,6.0,4
3811,1,1,39,1,6.0,,3,4.0,6.0,1
3812,1,0,39,1,4.0,5.0,1,1.0,3.0,1
3813,1,1,41,1,6.0,1.0,2,4.0,6.0,2
3814,1,1,36,1,4.0,1.0,1,4.0,6.0,1
3815,1,0,21,1,1.0,0.0,1,5.0,6.0,4
3816,1,1,32,1,1.0,0.0,1,5.0,5.0,4
3817,1,1,27,1,6.0,0.0,2,3.0,6.0,4
3818,1,1,50,1,5.0,,1,2.0,6.0,2
3819,1,0,31,1,1.0,1.0,1,3.0,6.0,4
3820,1,1,32,1,1.0,2.0,3,1.0,5.0,1
3821,1,1,39,1,7.0,1.0,1,,6.0,2
3822,1,1,35,1,4.0,5.0,1,2.0,6.0,1
3823,1,0,26,1,8.0,8.0,1,1.0,6.0,4
3824,1,0,17,1,1.0,0.0,1,3.0,2.0,4
3825,1,1,80,1,6.0,,3,2.0,6.0,2
3826,1,0,58,1,5.0,0.0,1,2.0,6.0,3
3827,1,1,52,1,6.0,0.0,3,3.0,6.0,2
3828,1,1,37,1,7.0,,2,4.0,6.0,2
3829,1,0,19,1,1.0,1.0,1,2.0,4.0,4
3830,1,0,39,1,7.0,7.0,1,1.0,6.0,1
3831,1,1,36,1,6.0,9.0,3,2.0,3.0,1
3832,1,1,30,1,7.0,8.0,1,2.0,2.0,1
3833,1,1,39,1,6.0,,3,3.0,6.0,3
3834,1,1,34,1,6.0,0.0,3,4.0,6.0,1
3835,1,1,34,1,4.0,0.0,1,2.0,6.0,4
3836,1,0,38,1,5.0,5.0,1,3.0,6.0,2
3837,1,1,78,1,3.0,2.0,1,1.0,6.0,4
3838,1,1,41,1,5.0,8.0,2,2.0,6.0,3
3839,1,1,41,1,2.0,1.0,2,3.0,6.0,3
